t,original_y,smoothed_y
0.999,1.09264,1.11884
1,0.557377,1.09495
1.001,1.12249,1.09612
1.002,1.22686,1.10169
1.003,1.79,1.13097
1.004,1.04825,1.12745
1.005,0.796264,1.11336
1.006,1.42829,1.12676
1.007,1.24633,1.13184
1.008,1.08303,1.12977
1.009,1.65624,1.15217
1.01,1.3553,1.16081
1.011,1.46212,1.17363
1.012,1.2756,1.17796
1.013,1.49957,1.19165
1.014,1.49888,1.20472
1.015,1.23454,1.20599
1.016,1.5913,1.22238
1.017,1.10164,1.21724
1.018,1.05014,1.21013
1.019,1.34485,1.21586
1.02,1.1605,1.21351
1.021,0.847128,1.19792
1.022,1.31989,1.20311
1.023,1.09987,1.19872
1.024,0.812186,1.18227
1.025,1.15811,1.18125
1.026,1.32403,1.18732
1.027,1.07812,1.18267
1.028,0.839872,1.16809
1.029,1.42,1.17881
1.03,1.02426,1.17223
1.031,1.41402,1.18252
1.032,1.05116,1.17693
1.033,1.67287,1.19803
1.034,1.54069,1.21261
1.035,1.17523,1.21102
1.036,1.29918,1.21477
1.037,1.48953,1.22646
1.038,1.20376,1.22549
1.039,1.31713,1.22939
1.04,1.09078,1.22349
1.041,1.15949,1.22077
1.042,1.47662,1.23166
1.043,1.37576,1.23779
1.044,1.29851,1.24037
1.045,1.56445,1.25416
1.046,1.1349,1.24908
1.047,1.43185,1.25686
1.048,1.01533,1.24658
1.049,1.5036,1.25752
1.05,1.57545,1.27104
1.051,0.895195,1.25505
1.052,1.45845,1.26371
1.053,1.41746,1.27025
1.054,1.21254,1.26779
1.055,1.59093,1.28154
1.056,1.05094,1.27173
1.057,1.39923,1.27715
1.058,1.58064,1.29007
1.059,1.08338,1.28127
1.06,1.51108,1.29105
1.061,1.4634,1.29838
1.062,1.52602,1.30807
1.063,1.32961,1.30898
1.064,1.32982,1.30987
1.065,1.74942,1.32857
1.066,1.21661,1.32381
1.067,1.23718,1.32012
1.068,1.12817,1.31195
1.069,1.70562,1.3287
1.07,0.936788,1.31203
1.071,1.40313,1.3159
1.072,1.62281,1.32896
1.073,1.31383,1.32832
1.074,1.59512,1.33967
1.075,1.37282,1.34108
1.076,1.36886,1.34226
1.077,1.80202,1.36182
1.078,1.46478,1.3662
1.079,1.67851,1.37949
1.08,1.41048,1.38081
1.081,1.15884,1.37136
1.082,1.74405,1.38722
1.083,1.84343,1.40663
1.084,1.43811,1.40797
1.085,1.32827,1.40458
1.086,1.38964,1.40394
1.087,1.53398,1.40947
1.088,1.33987,1.40651
1.089,1.17807,1.39679
1.09,1.2111,1.38889
1.091,1.44402,1.39124
1.092,0.977215,1.37362
1.093,1.3815,1.37396
1.094,1.52457,1.38037
1.095,1.59018,1.38929
1.096,1.76434,1.40525
1.097,1.53922,1.41095
1.098,1.17165,1.40077
1.099,0.81209,1.37572
1.1,1.18916,1.36779
1.101,1.15589,1.35877
1.102,1.38755,1.36
1.103,1.73062,1.37576
1.104,1.59825,1.38523
1.105,1.35046,1.38375
1.106,1.68637,1.39662
1.107,1.38316,1.39605
1.108,1.31232,1.39249
1.109,1.81771,1.41058
1.11,1.22518,1.40269
1.111,1.54688,1.40883
1.112,1.41458,1.40907
1.113,1.45459,1.41101
1.114,1.52445,1.41583
1.115,1.50146,1.41948
1.116,1.2926,1.41408
1.117,1.62068,1.42287
1.118,1.49204,1.42581
1.119,1.09227,1.41162
1.12,1.38811,1.41062
1.121,1.54706,1.41643
1.122,1.74881,1.43057
1.123,1.43378,1.4307
1.124,1.45724,1.43183
1.125,1.90423,1.45193
1.126,1.65177,1.46043
1.127,1.75195,1.47283
1.128,1.26193,1.46386
1.129,1.64496,1.47157
1.13,1.58412,1.47635
1.131,1.6006,1.48164
1.132,1.32039,1.47478
1.133,1.5812,1.47931
1.134,1.08071,1.46235
1.135,1.52362,1.46496
1.136,1.55097,1.46862
1.137,1.43093,1.46701
1.138,1.43853,1.4658
1.139,1.36853,1.46166
1.14,1.3822,1.45828
1.141,1.54094,1.4618
1.142,1.45513,1.46151
1.143,1.30934,1.45504
1.144,1.02881,1.43691
1.145,1.63213,1.44521
1.146,1.86732,1.46317
1.147,1.46253,1.46314
1.148,1.45901,1.46297
1.149,1.42476,1.46134
1.15,1.64775,1.46927
1.151,1.62985,1.4761
1.152,1.60266,1.48149
1.153,2.23025,1.51334
1.154,1.5866,1.51646
1.155,1.69577,1.52409
1.156,1.70479,1.53178
1.157,1.83369,1.54462
1.158,1.70702,1.55153
1.159,2.11443,1.57548
1.16,1.49844,1.5722
1.161,1.8891,1.58568
1.162,1.66342,1.58899
1.163,1.75137,1.5959
1.164,1.26033,1.58162
1.165,1.50461,1.57834
1.166,1.43189,1.57211
1.167,1.75841,1.58004
1.168,1.55924,1.57915
1.169,1.96647,1.59563
1.17,1.4056,1.58755
1.171,1.51143,1.58431
1.172,1.28263,1.57148
1.173,1.98227,1.58895
1.174,1.48878,1.58469
1.175,1.72561,1.59069
1.176,1.7448,1.59724
1.177,1.59468,1.59713
1.178,1.59915,1.59722
1.179,1.58884,1.59686
1.18,1.28046,1.5834
1.181,1.9607,1.59945
1.182,1.09007,1.57778
1.183,1.82424,1.58827
1.184,1.80731,1.59759
1.185,1.37681,1.58819
1.186,1.71292,1.5935
1.187,1.75337,1.6003
1.188,1.83414,1.61025
1.189,1.57463,1.60873
1.19,1.41673,1.60057
1.191,1.8739,1.61219
1.192,2.36797,1.64435
1.193,1.93742,1.65682
1.194,1.9413,1.66892
1.195,1.47465,1.66065
1.196,1.55132,1.656
1.197,1.49695,1.64924
1.198,1.6676,1.65002
1.199,2.02123,1.66581
1.2,1.81462,1.67214
1.201,1.51253,1.66535
1.202,1.70921,1.66722
1.203,1.43483,1.65733
1.204,1.48427,1.64997
1.205,1.67709,1.65112
1.206,1.75287,1.65545
1.207,1.42189,1.64551
1.208,1.27445,1.62973
1.209,1.70752,1.63304
1.21,1.87073,1.64315
1.211,2.15865,1.66508
1.212,1.37751,1.65285
1.213,1.66985,1.65357
1.214,1.85606,1.66218
1.215,1.42046,1.6519
1.216,1.62361,1.6507
1.217,1.61905,1.64935
1.218,1.82158,1.65668
1.219,1.28015,1.64066
1.22,1.81781,1.6482
1.221,2.03858,1.6648
1.222,2.27174,1.69062
1.223,1.87854,1.69862
1.224,1.95711,1.70962
1.225,1.59423,1.70471
1.226,1.51987,1.69684
1.227,2.03823,1.71137
1.228,1.80862,1.7155
1.229,2.21644,1.73682
1.23,1.8218,1.74043
1.231,1.76232,1.74136
1.232,1.88531,1.74749
1.233,1.34968,1.73056
1.234,2.02094,1.74292
1.235,1.82194,1.74628
1.236,1.78268,1.74783
1.237,1.45223,1.73525
1.238,1.80496,1.73822
1.239,1.66157,1.73496
1.24,1.61384,1.7298
1.241,1.89802,1.73696
1.242,2.15403,1.7547
1.243,1.99588,1.76496
1.244,2.16783,1.7821
1.245,2.16208,1.79827
1.246,1.58949,1.78939
1.247,1.64697,1.78333
1.248,1.92194,1.78922
1.249,2.14646,1.80442
1.25,1.36088,1.78555
1.251,1.44191,1.77093
1.252,2.00298,1.78081
1.253,1.96278,1.78855
1.254,1.17951,1.76264
1.255,1.64351,1.75757
1.256,1.42106,1.74325
1.257,1.76292,1.74409
1.258,1.6631,1.74064
1.259,2.20112,1.76023
1.26,1.82452,1.76297
1.261,1.80604,1.7648
1.262,1.32514,1.7461
1.263,1.798,1.7483
1.264,1.89183,1.75441
1.265,1.52059,1.74446
1.266,1.6445,1.74021
1.267,1.71516,1.73914
1.268,1.85226,1.74396
1.269,1.80307,1.74647
1.27,1.51288,1.73653
1.271,1.7741,1.73813
1.272,2.02721,1.75043
1.273,1.95333,1.75906
1.274,1.56279,1.75071
1.275,2.23304,1.77123
1.276,1.94361,1.77857
1.277,1.69135,1.77486
1.278,2.0475,1.78645
1.279,1.89572,1.7911
1.28,1.51932,1.77954
1.281,1.64033,1.77362
1.282,1.51986,1.76282
1.283,2.13828,1.7788
1.284,1.64478,1.77309
1.285,1.97422,1.78165
1.286,1.97814,1.79001
1.287,1.75636,1.78858
1.288,1.56438,1.77904
1.289,2.05589,1.79082
1.29,1.9465,1.79744
1.291,1.9511,1.80398
1.292,1.87323,1.80692
1.293,2.07454,1.81831
1.294,1.84565,1.81947
1.295,1.69061,1.81399
1.296,2.11589,1.82683
1.297,1.99314,1.83391
1.298,1.91172,1.83722
1.299,1.98941,1.84369
1.3,1.38388,1.82413
1.301,2.24702,1.84212
1.302,2.08724,1.85255
1.303,1.8021,1.85041
1.304,2.06401,1.85949
1.305,1.74953,1.85481
1.306,2.12257,1.86621
1.307,1.82609,1.8645
1.308,1.89937,1.86598
1.309,2.29177,1.8841
1.31,1.5885,1.87152
1.311,2.55438,1.90057
1.312,1.98321,1.90409
1.313,2.1978,1.91658
1.314,1.8566,1.91403
1.315,2.04679,1.91968
1.316,1.89023,1.91843
1.317,1.83166,1.91474
1.318,1.89894,1.91406
1.319,1.81698,1.90993
1.32,2.14705,1.92002
1.321,1.89058,1.91877
1.322,2.06996,1.9252
1.323,1.82942,1.92113
1.324,1.9372,1.92181
1.325,1.99759,1.92503
1.326,1.77079,1.91847
1.327,2.04378,1.9238
1.328,2.20502,1.93577
1.329,2.09305,1.94246
1.33,2.10342,1.94931
1.331,1.79548,1.94276
1.332,1.76247,1.93509
1.333,2.18952,1.94592
1.334,2.06491,1.95098
1.335,1.89134,1.94844
1.336,2.137,1.95646
1.337,1.9666,1.95689
1.338,2.0995,1.96296
1.339,1.7746,1.95495
1.34,2.02954,1.95812
1.341,1.9023,1.95575
1.342,2.0966,1.96174
1.343,2.18379,1.97119
1.344,1.85527,1.96625
1.345,2.51393,1.98955
1.346,2.28935,2.00231
1.347,2.05837,2.00469
1.348,2.05913,2.00701
1.349,1.92475,2.00351
1.35,2.26423,2.0146
1.351,1.95118,2.0119
1.352,2.13473,2.01713
1.353,2.25615,2.0273
1.354,2.53148,2.04875
1.355,2.34775,2.06147
1.356,2.02681,2.05999
1.357,1.89884,2.05314
1.358,2.16928,2.05808
1.359,2.18206,2.06335
1.36,2.06682,2.0635
1.361,2.35528,2.07591
1.362,2.25686,2.08361
1.363,2.28576,2.09221
1.364,2.27324,2.09991
1.365,2.0432,2.0975
1.366,2.86792,2.13028
1.367,2.14559,2.13093
1.368,2.26499,2.13663
1.369,2.1321,2.13644
1.37,2.07437,2.1338
1.371,1.86984,2.12257
1.372,2.02111,2.11825
1.373,2.13608,2.11901
1.374,2.03984,2.11564
1.375,2.3524,2.12572
1.376,2.03735,2.12196
1.377,2.06058,2.11935
1.378,1.84736,2.10777
1.379,2.00962,2.1036
1.38,2.13579,2.10497
1.381,2.19941,2.10899
1.382,2.37887,2.12047
1.383,2.12339,2.12059
1.384,2.09691,2.11958
1.385,2.3564,2.12966
1.386,2.12416,2.12943
1.387,1.80046,2.11543
1.388,2.42525,2.12861
1.389,2.45492,2.14249
1.39,2.17077,2.1437
1.391,2.05747,2.14003
1.392,2.12936,2.13957
1.393,1.81625,2.12582
1.394,2.13411,2.12617
1.395,2.57821,2.1454
1.396,2.94253,2.17931
1.397,2.48489,2.19232
1.398,1.89336,2.1796
1.399,1.81637,2.16414
1.4,1.89858,2.15285
1.401,2.956,2.18701
1.402,2.52968,2.20159
1.403,2.34954,2.20789
1.404,2.33584,2.21333
1.405,2.46237,2.22393
1.406,2.79278,2.24813
1.407,2.20085,2.24612
1.408,2.81778,2.27044
1.409,2.54952,2.28231
1.41,2.25898,2.28132
1.411,2.4933,2.29034
1.412,2.30103,2.29079
1.413,2.56857,2.30261
1.414,2.39264,2.30644
1.415,2.66515,2.3217
1.416,1.83653,2.30106
1.417,2.89228,2.32621
1.418,2.33216,2.32646
1.419,2.22361,2.32209
1.42,2.50844,2.33002
1.421,1.78755,2.30694
1.422,2.65987,2.32195
1.423,2.4498,2.32739
1.424,2.10244,2.31782
1.425,2.53503,2.32706
1.426,2.2643,2.32439
1.427,2.37203,2.32642
1.428,2.7462,2.34428
1.429,1.83706,2.3227
1.43,2.13023,2.31451
1.431,2.72924,2.33215
1.432,2.83631,2.3536
1.433,2.51846,2.36062
1.434,2.17392,2.35267
1.435,2.2541,2.34848
1.436,2.49944,2.3549
1.437,2.26373,2.35102
1.438,2.38114,2.35231
1.439,2.24593,2.34778
1.44,2.50329,2.3544
1.441,2.39643,2.35618
1.442,2.33042,2.35509
1.443,2.57735,2.36454
1.444,3.26936,2.40304
1.445,2.2568,2.39682
1.446,2.62277,2.40643
1.447,2.6476,2.41669
1.448,2.5295,2.42149
1.449,3.21904,2.45542
1.45,2.41894,2.45387
1.451,2.53432,2.45729
1.452,2.47159,2.4579
1.453,2.05555,2.44078
1.454,2.39847,2.43898
1.455,2.41915,2.43814
1.456,2.71092,2.44974
1.457,2.85918,2.46716
1.458,2.5789,2.47191
1.459,2.69122,2.48124
1.46,2.86008,2.49736
1.461,2.34149,2.49073
1.462,2.50819,2.49147
1.463,2.30138,2.48339
1.464,2.78098,2.49605
1.465,2.71918,2.50554
1.466,2.60759,2.50988
1.467,2.97199,2.52954
1.468,2.79308,2.54075
1.469,2.27598,2.52949
1.47,2.6222,2.53343
1.471,2.10272,2.51511
1.472,2.64019,2.52043
1.473,2.80141,2.53238
1.474,2.74777,2.54155
1.475,2.87809,2.55586
1.476,2.74756,2.56402
1.477,3.05682,2.58499
1.478,2.27696,2.57188
1.479,2.94501,2.58775
1.48,2.76548,2.59532
1.481,2.54813,2.59331
1.482,2.58146,2.5928
1.483,3.06371,2.61284
1.484,2.43755,2.60538
1.485,2.3268,2.59353
1.486,2.85443,2.60463
1.487,2.73578,2.61021
1.488,2.55777,2.60798
1.489,2.29687,2.59474
1.49,2.78642,2.6029
1.491,2.33826,2.59164
1.492,2.5281,2.58893
1.493,2.78261,2.59717
1.494,2.73575,2.60307
1.495,2.9192,2.61652
1.496,2.17704,2.59782
1.497,2.82654,2.60755
1.498,2.45447,2.60104
1.499,2.50365,2.5969
1.5,2.74852,2.60335
1.501,2.59967,2.60319
1.502,3.08632,2.62374
1.503,3.01698,2.64047
1.504,2.78675,2.6467
1.505,2.83976,2.65491
1.506,3.19313,2.67781
1.507,2.86964,2.68597
1.508,2.88068,2.69425
1.509,2.93283,2.7044
1.51,2.61698,2.70068
1.511,2.69707,2.70053
1.512,2.75994,2.70306
1.513,2.51773,2.69517
1.514,2.7909,2.69925
1.515,2.57415,2.69392
1.516,2.63023,2.69121
1.517,3.25734,2.7153
1.518,2.66092,2.71299
1.519,3.29807,2.73788
1.52,2.5385,2.72939
1.521,2.84686,2.73439
1.522,2.94043,2.74316
1.523,2.50202,2.7329
1.524,2.55644,2.72539
1.525,2.75139,2.7265
1.526,2.77072,2.72838
1.527,2.88183,2.73491
1.528,2.87477,2.74086
1.529,2.66555,2.73765
1.53,3.24368,2.75918
1.531,2.77809,2.75999
1.532,2.91819,2.76672
1.533,3.15606,2.78328
1.534,2.40302,2.7671
1.535,2.89117,2.77238
1.536,2.83072,2.77486
1.537,2.86174,2.77856
1.538,2.94845,2.78579
1.539,3.00027,2.79491
1.54,2.68887,2.7904
1.541,2.83643,2.79236
1.542,2.97341,2.80006
1.543,3.01612,2.80925
1.544,3.11042,2.82206
1.545,2.73645,2.81842
1.546,2.87724,2.82092
1.547,3.45421,2.84787
1.548,2.98078,2.85352
1.549,3.22159,2.86918
1.55,2.47865,2.85257
1.551,2.90719,2.85489
1.552,2.94952,2.85892
1.553,2.72792,2.85334
1.554,2.99775,2.85949
1.555,2.87914,2.86032
1.556,2.64642,2.85122
1.557,2.85062,2.8512
1.558,3.12148,2.86269
1.559,3.22256,2.878
1.56,3.01007,2.88362
1.561,2.97434,2.88748
1.562,2.72758,2.88068
1.563,3.05687,2.88818
1.564,2.47027,2.8704
1.565,2.86817,2.8703
1.566,3.23763,2.88593
1.567,3.39336,2.90752
1.568,2.74706,2.90069
1.569,2.78615,2.89582
1.57,3.26336,2.91145
1.571,2.54856,2.89602
1.572,3.21836,2.90973
1.573,2.78056,2.90423
1.574,3.03617,2.90985
1.575,3.17547,2.92115
1.576,3.17415,2.93191
1.577,3.1047,2.93926
1.578,3.0663,2.94467
1.579,3.34465,2.96168
1.58,3.27416,2.97498
1.581,3.23176,2.9859
1.582,3.31343,2.99984
1.583,2.87016,2.99432
1.584,2.51218,2.97381
1.585,2.96551,2.97345
1.586,2.58873,2.95709
1.587,3.0129,2.95946
1.588,3.15882,2.96794
1.589,3.10621,2.97382
1.59,2.99842,2.97487
1.591,3.47541,2.99617
1.592,3.50207,3.01769
1.593,2.92744,3.01385
1.594,3.574,3.03768
1.595,3.13627,3.04187
1.596,3.23387,3.05004
1.597,3.23733,3.05801
1.598,2.8482,3.04908
1.599,3.10091,3.05129
1.6,3.13,3.05464
1.601,2.85515,3.04615
1.602,2.93521,3.04143
1.603,3.01821,3.04044
1.604,3.1613,3.04558
1.605,3.17645,3.05115
1.606,2.78369,3.03977
1.607,2.99297,3.03778
1.608,3.08697,3.03987
1.609,3.25137,3.04887
1.61,3.23278,3.0567
1.611,2.95195,3.05224
1.612,3.34602,3.06474
1.613,3.58489,3.08687
1.614,3.21616,3.09237
1.615,2.94542,3.08612
1.616,3.24675,3.09295
1.617,2.95028,3.08688
1.618,3.15627,3.08983
1.619,3.19236,3.09419
1.62,3.18259,3.09795
1.621,3.28226,3.1058
1.622,3.14195,3.10733
1.623,3.39418,3.11954
1.624,3.13889,3.12036
1.625,3.06097,3.11783
1.626,3.81268,3.14739
1.627,2.53595,3.12138
1.628,3.44213,3.13503
1.629,3.01487,3.12992
1.63,3.33243,3.13853
1.631,3.76111,3.16502
1.632,2.43993,3.13417
1.633,3.51283,3.15028
1.634,3.42146,3.16182
1.635,3.0237,3.15594
1.636,3.78617,3.18275
1.637,2.71466,3.16284
1.638,3.29409,3.16842
1.639,4.01262,3.20434
1.64,3.41868,3.21346
1.641,3.12893,3.20986
1.642,3.09935,3.20516
1.643,3.1381,3.20231
1.644,2.90567,3.18969
1.645,3.28417,3.19371
1.646,3.67656,3.21425
1.647,2.9464,3.20285
1.648,3.35528,3.20934
1.649,3.42729,3.21861
1.65,3.16916,3.21651
1.651,3.31561,3.22072
1.652,3.34777,3.22613
1.653,3.0492,3.2186
1.654,3.10077,3.21359
1.655,2.92939,3.2015
1.656,3.31867,3.20648
1.657,3.67703,3.2265
1.658,3.28003,3.22878
1.659,3.24129,3.22931
1.66,3.33465,3.23379
1.661,3.50843,3.24548
1.662,3.62028,3.26142
1.663,3.25336,3.26108
1.664,3.21906,3.25929
1.665,3.79982,3.28229
1.666,2.9377,3.26763
1.667,3.2735,3.26788
1.668,4.02893,3.30025
1.669,3.34867,3.30231
1.67,3.67798,3.3183
1.671,3.8442,3.34067
1.672,3.69509,3.35575
1.673,3.17115,3.34789
1.674,3.30139,3.34592
1.675,3.27322,3.34282
1.676,3.33289,3.3424
1.677,3.68079,3.3568
1.678,3.59941,3.36712
1.679,3.80424,3.38572
1.68,3.37356,3.3852
1.681,3.47112,3.38885
1.682,3.8625,3.409
1.683,4.23322,3.44407
1.684,3.57446,3.44962
1.685,3.36148,3.44587
1.686,3.37948,3.44304
1.687,3.42824,3.44241
1.688,3.42683,3.44175
1.689,3.23054,3.43276
1.69,3.32907,3.42835
1.691,3.22219,3.41958
1.692,3.50466,3.4232
1.693,3.69095,3.43459
1.694,3.34832,3.43092
1.695,3.30367,3.42551
1.696,3.77886,3.44054
1.697,3.6737,3.45046
1.698,3.48867,3.45209
1.699,3.28855,3.44513
1.7,4.19137,3.47688
1.701,3.78904,3.49016
1.702,3.68352,3.49838
1.703,3.515,3.49909
1.704,4.04486,3.52231
1.705,3.85976,3.53667
1.706,3.32509,3.52766
1.707,3.54711,3.52849
1.708,4.05882,3.55105
1.709,4.02441,3.57119
1.71,3.5398,3.56986
1.711,3.54133,3.56864
1.712,3.5198,3.56656
1.713,3.15399,3.54901
1.714,3.89858,3.56388
1.715,3.81624,3.57462
1.716,3.87179,3.58726
1.717,3.47715,3.58258
1.718,3.40466,3.57501
1.719,3.9949,3.59287
1.72,3.50369,3.58908
1.721,3.51225,3.58581
1.722,3.20041,3.56941
1.723,3.1373,3.55103
1.724,3.56652,3.55169
1.725,3.25375,3.53901
1.726,3.59064,3.54121
1.727,3.43291,3.5366
1.728,3.68051,3.54273
1.729,3.32938,3.53365
1.73,3.94598,3.55119
1.731,3.64633,3.55524
1.732,3.5701,3.55587
1.733,3.42818,3.55044
1.734,3.85446,3.56337
1.735,3.78704,3.57289
1.736,3.65479,3.57637
1.737,3.98075,3.59358
1.738,3.49184,3.58925
1.739,3.66616,3.59252
1.74,3.65971,3.59538
1.741,3.59569,3.59539
1.742,3.54556,3.59327
1.743,4.04402,3.61245
1.744,3.39794,3.60332
1.745,3.58869,3.6027
1.746,3.69629,3.60668
1.747,3.41181,3.59839
1.748,3.5757,3.59742
1.749,3.7674,3.60466
1.75,3.8706,3.61597
1.751,3.83877,3.62545
1.752,3.39378,3.61559
1.753,4.16892,3.63913
1.754,3.16231,3.61885
1.755,3.66767,3.62092
1.756,3.95858,3.63529
1.757,3.74727,3.64005
1.758,3.341,3.62733
1.759,3.50121,3.62197
1.76,3.75344,3.62756
1.761,4.04664,3.64539
1.762,3.37145,3.63373
1.763,3.72282,3.63752
1.764,4.04994,3.65507
1.765,4.08723,3.67345
1.766,3.50187,3.66616
1.767,3.78406,3.67117
1.768,4.07001,3.68814
1.769,3.54941,3.68224
1.77,3.71648,3.68369
1.771,3.55671,3.67829
1.772,3.87715,3.68675
1.773,3.37947,3.67368
1.774,3.64181,3.67232
1.775,3.38701,3.66018
1.776,3.87208,3.6692
1.777,4.08459,3.68687
1.778,4.09603,3.70428
1.779,4.00315,3.71699
1.78,3.95576,3.72715
1.781,3.94534,3.73643
1.782,4.18571,3.75555
1.783,3.79145,3.75708
1.784,3.59587,3.75022
1.785,3.6584,3.74631
1.786,4.31992,3.77071
1.787,3.59694,3.76332
1.788,3.70954,3.76103
1.789,3.6576,3.75663
1.79,3.8186,3.75927
1.791,3.84755,3.76302
1.792,3.88933,3.7684
1.793,3.48194,3.75621
1.794,4.24356,3.77695
1.795,3.58164,3.76864
1.796,3.9558,3.7766
1.797,4.24775,3.79664
1.798,3.94982,3.80316
1.799,3.74963,3.80088
1.8,4.13838,3.81524
1.801,3.83416,3.81605
1.802,3.62531,3.80793
1.803,3.83271,3.80899
1.804,4.37826,3.8332
1.805,3.52592,3.82013
1.806,4.01511,3.82843
1.807,4.15143,3.84217
1.808,3.88843,3.84414
1.809,3.72759,3.83918
1.81,4.01394,3.84661
1.811,4.16944,3.86035
1.812,3.87299,3.86089
1.813,3.969,3.86548
1.814,3.95486,3.86929
1.815,4.2388,3.88501
1.816,3.79796,3.8813
1.817,4.24048,3.89658
1.818,3.94419,3.89861
1.819,3.80296,3.89454
1.82,3.61399,3.88261
1.821,4.41829,3.9054
1.822,4.41586,3.92711
1.823,3.94908,3.92805
1.824,3.81336,3.92317
1.825,4.13271,3.93208
1.826,3.47435,3.91261
1.827,4.09926,3.92055
1.828,3.8792,3.91879
1.829,4.51772,3.94427
1.83,3.62064,3.9305
1.831,3.84541,3.92688
1.832,4.04266,3.93181
1.833,4.08541,3.93834
1.834,4.02954,3.94222
1.835,3.60348,3.92781
1.836,4.1784,3.93847
1.837,3.50194,3.9199
1.838,3.91848,3.91984
1.839,4.13217,3.92887
1.84,4.45791,3.95138
1.841,4.33762,3.96781
1.842,4.40101,3.98624
1.843,3.74878,3.97614
1.844,4.20148,3.98573
1.845,3.99937,3.98631
1.846,4.02248,3.98785
1.847,3.87626,3.9831
1.848,4.03277,3.98521
1.849,3.76987,3.97605
1.85,3.97684,3.97608
1.851,3.70778,3.96467
1.852,3.78105,3.95686
1.853,3.84873,3.95226
1.854,4.08331,3.95783
1.855,3.95885,3.95788
1.856,3.91481,3.95604
1.857,4.21838,3.96721
1.858,4.25492,3.97945
1.859,4.06799,3.98321
1.86,4.34645,3.99867
1.861,4.5933,4.02396
1.862,4.10953,4.0276
1.863,3.95613,4.02456
1.864,4.39476,4.04031
1.865,4.10467,4.04305
1.866,4.18471,4.04908
1.867,4.42264,4.06497
1.868,4.06015,4.06477
1.869,4.30729,4.07508
1.87,4.21423,4.081
1.871,4.01075,4.07801
1.872,3.92071,4.07132
1.873,3.97246,4.06712
1.874,3.88075,4.05919
1.875,4.46418,4.07642
1.876,4.52485,4.09549
1.877,4.49412,4.11245
1.878,4.4466,4.12667
1.879,4.28845,4.13355
1.88,4.65847,4.15588
1.881,4.10944,4.15391
1.882,4.35695,4.16255
1.883,4.17394,4.16303
1.884,3.98616,4.15551
1.885,4.44559,4.16785
1.886,4.16183,4.16759
1.887,4.06627,4.16328
1.888,4.09491,4.16037
1.889,3.9282,4.15049
1.89,4.0468,4.14608
1.891,4.33612,4.15417
1.892,4.15342,4.15414
1.893,4.13164,4.15318
1.894,4.36809,4.16232
1.895,4.20839,4.16428
1.896,4.4093,4.17471
1.897,3.9529,4.16527
1.898,4.12884,4.16372
1.899,4.81285,4.19134
1.9,4.43753,4.20181
1.901,4.34947,4.20809
1.902,4.49416,4.22026
1.903,4.29283,4.22335
1.904,3.84957,4.20745
1.905,3.81967,4.19095
1.906,4.32156,4.19651
1.907,4.37874,4.20426
1.908,4.30229,4.20843
1.909,4.07078,4.20257
1.91,3.8185,4.18623
1.911,4.0758,4.18154
1.912,4.14096,4.17981
1.913,4.32935,4.18617
1.914,4.38836,4.19477
1.915,5.114,4.23388
1.916,4.11416,4.22879
1.917,4.3262,4.23293
1.918,4.07131,4.22606
1.919,4.01908,4.21725
1.92,4.17912,4.21563
1.921,4.1088,4.21108
1.922,3.89055,4.19745
1.923,4.50815,4.21066
1.924,4.11073,4.20641
1.925,4.4567,4.21706
1.926,4.39904,4.2248
1.927,4.42983,4.23353
1.928,4.43174,4.24196
1.929,4.57596,4.25617
1.93,4.31665,4.25874
1.931,4.24338,4.25809
1.932,3.70945,4.23475
1.933,4.13435,4.23048
1.934,3.89903,4.21637
1.935,4.12682,4.21256
1.936,4.26529,4.21481
1.937,4.50559,4.22718
1.938,4.62567,4.24413
1.939,4.16519,4.24077
1.94,4.39807,4.24747
1.941,4.86854,4.27389
1.942,4.10783,4.26682
1.943,3.99034,4.25506
1.944,4.58044,4.2689
1.945,4.33722,4.27181
1.946,4.40267,4.27738
1.947,4.43783,4.2842
1.948,4.181,4.27981
1.949,4.75251,4.29992
1.95,4.67532,4.31589
1.951,4.44267,4.32129
1.952,4.51567,4.32956
1.953,4.56548,4.33959
1.954,4.90477,4.36364
1.955,4.55082,4.3716
1.956,4.291,4.36817
1.957,4.60095,4.37808
1.958,4.84379,4.39789
1.959,4.01139,4.38145
1.96,4.42895,4.38347
1.961,3.95331,4.36517
1.962,4.56888,4.37383
1.963,4.42242,4.3759
1.964,4.13385,4.3656
1.965,4.54913,4.37341
1.966,4.16148,4.36439
1.967,4.49988,4.37016
1.968,4.304,4.36734
1.969,4.5324,4.37437
1.97,4.52982,4.38098
1.971,4.13513,4.37052
1.972,4.37053,4.37052
1.973,4.4842,4.37536
1.974,4.58195,4.38415
1.975,4.52015,4.38993
1.976,4.36656,4.38894
1.977,4.11042,4.37709
1.978,4.53234,4.38369
1.979,4.5107,4.3891
1.98,4.55302,4.39607
1.981,4.57416,4.40365
1.982,4.36932,4.40219
1.983,4.55893,4.40885
1.984,4.61047,4.41743
1.985,4.43775,4.4183
1.986,4.45232,4.41974
1.987,4.2842,4.41398
1.988,4.37689,4.4124
1.989,4.39927,4.41184
1.99,4.49049,4.41519
1.991,4.4726,4.41763
1.992,4.22503,4.40944
1.993,3.69328,4.37897
1.994,4.64374,4.39023
1.995,4.65009,4.40129
1.996,4.31041,4.39742
1.997,4.41459,4.39815
1.998,4.97567,4.42272
